date,format,pillar,topic,hook_type,hook,has_face,cta_type,posted_slot,reach,likes,comments,saves,shares,follows,url,notes
,reel,reach,introduction,greeting,"Hi there I'm Jeyashree",yes,question,,,,,,,,,POST 01 - fill metrics after 48h and again at day 7
